Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Onion,2019,Rabi       ,3,5164,1194.7,2226868.4,4797.05,12.60526316
Other  Rabi pulses,2019,Rabi       ,3,1029,1194.7,187390.16,403.67,1.002307692
Other Kharif pulses,2019,Kharif     ,3,1481,1194.7,289243.84,623.08,0.8475
Peas & beans (Pulses),2019,Rabi       ,3,5825,1194.7,2984845.28,6429.86,1.01625
Potato,2019,Rabi       ,3,9030,1194.7,14236842.88,30668.56,13.67526316
Potato,2019,Winter     ,3,8810,1194.7,12741328.56,27446.97,14.46027778
Ragi,2019,Kharif     ,3,2139,1194.7,473198.8,1019.35,0.845238095
Rapeseed &Mustard,2019,Rabi       ,3,8849,1194.7,12923222.4,27838.8,1.111351351
Rice,2019,Autumn     ,3,11997,1194.7,76255428.4,164267.05,1.759583333
Rice,2019,Summer     ,3,8357,1194.7,10374132.24,22347.63,2.142857143
Rice,2019,Winter     ,3,13335,1194.7,445378145.8,959419.62,2.173157895
Safflower,2019,Rabi       ,3,100,1194.7,14599.6,31.45,0.81
Sannhamp,2019,Kharif     ,3,868,1194.7,154584.0,333.0,0.835625
Sesamum,2019,Kharif     ,3,1188,1194.7,223116.24,480.63,0.894347826
Small millets,2019,Kharif     ,3,1722,1194.7,351936.24,758.13,0.801666667
Soyabean,2019,Kharif     ,3,6096,1194.7,3366496.0,7252.0,0.75
Sugarcane,2019,Whole Year ,3,10893,1194.7,38455689.92,82840.04,61.77419355
Sunflower,2019,Rabi       ,3,4144,1194.7,1387992.56,2989.97,1.3785
Tobacco,2019,Whole Year ,3,4659,1194.7,1763288.16,3798.42,1.7575
Turmeric,2019,Whole Year ,3,2182,1194.7,486767.84,1048.58,1.008
Urad,2019,Kharif     ,3,3886,1194.7,1219839.52,2627.74,0.890833333
Wheat,2019,Rabi       ,3,13263,1194.7,369314916.8,795566.6,2.569473684
Arhar/Tur,2019,Kharif     ,4,7339,1420.3,6144542.24,13236.38,0.585714286
Bajra,2019,Kharif     ,4,113,1420.3,16488.96,35.52,0.696
Bajra,2019,Whole Year ,4,1696,1420.3,344894.08,742.96,17.71173913
Barley,2019,Rabi       ,4,1547,1420.3,306763.36,660.82,0.697272727
Castor seed,2019,Kharif     ,4,19,1420.3,2061.12,4.44,0.3575
Coconut ,2019,Whole Year ,4,66,1420.3,9446.8,20.35,0.0
Coriander,2019,Whole Year ,4,1289,1420.3,245788.56,529.47,0.264444444
Cotton(lint),2019,Whole Year ,4,2108,1420.3,462377.92,996.04,2.145714286
Dry chillies,2019,Whole Year ,4,3125,1420.3,843856.88,1817.81,0.609285714
Garlic,2019,Whole Year ,4,1029,1420.3,187390.16,403.67,3.193846154
Ginger,2019,Whole Year ,4,1081,1420.3,199585.12,429.94,1.413181818
Gram,2019,Rabi       ,4,11905,1420.3,72127863.84,155375.58,0.397407407
Groundnut,2019,Kharif     ,4,6348,1420.3,3796239.52,8177.74,1.49
Horse-gram,2019,Kharif     ,4,6676,1420.3,4462840.08,9613.71,0.406956522
Horse-gram,2019,Rabi       ,4,366,1420.3,59257.2,127.65,0.262727273
Jowar,2019,Whole Year ,4,1668,1420.3,337680.16,727.42,1.22
Jute,2019,Kharif     ,4,45,1420.3,6011.6,12.95,0.0
Khesari,2019,Rabi       ,4,10627,1420.3,32391874.88,69777.56,0.28125
Linseed,2019,Rabi       ,4,5171,1420.3,2233567.04,4811.48,0.311923077
Maize,2019,Kharif     ,4,9983,1420.3,22403172.08,48260.21,2.808214286
Masoor,2019,Rabi       ,4,5400,1420.3,2464240.72,5308.39,0.314347826
Mesta,2019,Kharif     ,4,566,1420.3,95498.56,205.72,2.277857143
Moong(Green Gram),2019,Kharif     ,4,2555,1420.3,610435.04,1314.98,0.423703704
Moong(Green Gram),2019,Rabi       ,4,2129,1420.3,468561.28,1009.36,0.362
Moong(Green Gram),2019,Summer     ,4,174,1420.3,26279.28,56.61,0.0
Niger seed,2019,Kharif     ,4,7363,1420.3,6237979.68,13437.66,0.192941176
Onion,2019,Whole Year ,4,2936,1420.3,754885.2,1626.15,5.0708
Other  Rabi pulses,2019,Rabi       ,4,2146,1420.3,476118.72,1025.64,0.235
Other Kharif pulses,2019,Kharif     ,4,2853,1420.3,723624.88,1558.81,0.265
Peas & beans (Pulses),2019,Rabi       ,4,4937,1420.3,2001862.8,4312.35,0.362592593
Potato,2019,Kharif     ,4,1519,1420.3,299034.16,644.17,6.59375
Potato,2019,Rabi       ,4,4361,1420.3,1535019.12,3306.69,6.473913043
Ragi,2019,Kharif     ,4,2968,1420.3,767080.16,1652.42,0.25
Rapeseed &Mustard,2019,Rabi       ,4,7297,1420.3,6016065.76,12959.62,0.431428571
Rice,2019,Kharif     ,4,13552,1420.3,732731938.7,1578428.14,1.936428571
Safflower,2019,Rabi       ,4,116,1420.3,17176.0,37.0,0.377
Sannhamp,2019,Kharif     ,4,486,1420.3,80898.96,174.27,0.405714286
Sesamum,2019,Kharif     ,4,5484,1420.3,2568155.52,5532.24,0.412857143
Small millets,2019,Kharif     ,4,8453,1420.3,10839773.6,23350.7,0.291851852
Soyabean,2019,Kharif     ,4,8843,1420.3,12901237.12,27791.44,1.096428571
Sugarcane,2019,Whole Year ,4,7075,1420.3,5365267.12,11557.69,17.92666667
Sunflower,2019,Whole Year ,4,627,1420.3,108037.04,232.73,0.639333333
Sweet potato,2019,Whole Year ,4,1469,1420.3,286152.16,616.42,6.238695652
Tobacco,2019,Whole Year ,4,16,1420.3,1545.84,3.33,0.72
Turmeric,2019,Whole Year ,4,979,1420.3,176912.8,381.1,1.156923077
Urad,2019,Kharif     ,4,8813,1420.3,12756099.92,27478.79,0.331428571
Urad,2019,Rabi       ,4,1553,1420.3,308480.96,664.52,0.3096
Wheat,2019,Rabi       ,4,9768,1420.3,19971222.24,43021.38,1.336538462
Arhar/Tur,2019,Kharif     ,7,10820,1067.8,36533008.48,78698.26,1.1225
Bajra,2019,Kharif     ,7,10532,1067.8,30461807.76,65619.87,1.7028
Bajra,2019,Summer     ,7,11222,1067.8,46801164.8,100817.6,2.934827586
Banana,2019,Whole Year ,7,7005,1067.8,5191617.76,11183.62,73.76285714
Castor seed,2019,Kharif     ,7,12578,1067.8,126516870.2,272538.67,1.908666667
Cotton(lint),2019,Kharif     ,7,13356,1067.8,455960279.4,982215.32,3.182
Dry chillies,2019,Whole Year ,7,1277,1067.8,242868.64,523.18,3.125
Garlic,2019,Whole Year ,7,4886,1067.8,1943120.88,4185.81,7.213181818
Gram,2019,Rabi       ,7,11847,1067.8,69570700.96,149867.02,1.489393939
Groundnut,2019,Kharif     ,7,13125,1067.8,279844274.0,602831.75,2.6478125
Groundnut,2019,Summer     ,7,8326,1067.8,10206494.48,21986.51,2.36
Guar seed,2019,Kharif     ,7,10161,1067.8,24868443.36,53570.82,0.816315789
Jowar,2019,Kharif     ,7,6890,1067.8,4918862.88,10596.06,1.448666667
Jowar,2019,Rabi       ,7,6189,1067.8,3482777.52,7502.49,1.1125
Maize,2019,Kharif     ,7,11399,1067.8,51614395.28,111186.11,1.603636364
Maize,2019,Rabi       ,7,10008,1067.8,22731061.92,48966.54,2.556190476
Maize,2019,Summer     ,7,3357,1067.8,947428.16,2040.92,2.189
Moong(Green Gram),2019,Kharif     ,7,9218,1067.8,15718101.12,33859.44,0.653571429
Moong(Green Gram),2019,Summer     ,7,7685,1067.8,7456788.64,16063.18,1.031818182
Moth,2019,Kharif     ,7,4922,1067.8,1985373.84,4276.83,0.453157895
Onion,2019,Rabi       ,7,7600,1067.8,7112238.08,15320.96,28.8925
Onion,2019,Summer     ,7,3909,1067.8,1232549.76,2655.12,28.464
Other  Rabi pulses,2019,Rabi       ,7,7329,1067.8,6118950.0,13181.25,0.799166667
Other Cereals,2019,Kharif     ,7,311,1067.8,49295.12,106.19,0.554
Other Kharif pulses,2019,Kharif     ,7,2043,1067.8,442797.28,953.86,0.613333333
Potato,2019,Whole Year ,7,9803,1067.8,20328311.28,43790.61,29.24857143
Ragi,2019,Kharif     ,7,4926,1067.8,1993446.56,4294.22,0.83
Rapeseed &Mustard,2019,Rabi       ,7,10490,1067.8,29648867.68,63868.66,1.873636364
Rice,2019,Kharif     ,7,12721,1067.8,145927124.2,314351.63,1.948571429
Rice,2019,Summer     ,7,8163,1067.8,9404031.76,20257.87,2.848571429
Sesamum,2019,Kharif     ,7,9660,1067.8,18886386.08,40684.46,0.507931034
Sesamum,2019,Summer     ,7,8200,1067.8,9570810.72,20617.14,0.723076923
Small millets,2019,Rabi       ,7,4173,1067.8,1404825.04,3026.23,1.628571429
Soyabean,2019,Kharif     ,7,9428,1067.8,17283178.24,37230.88,1.314705882
Sugarcane,2019,Whole Year ,7,10358,1067.8,27643054.4,59547.8,70.57
Tobacco,2019,Kharif     ,7,7882,1067.8,8284671.84,17846.58,1.93125
Tobacco,2019,Rabi       ,7,9723,1067.8,19585621.04,42190.73,2.6325
Urad,2019,Kharif     ,7,9117,1067.8,14851915.44,31993.53,0.700625
Urad,2019,Summer     ,7,5241,1067.8,2311202.56,4978.72,1.580625
Wheat,2019,Rabi       ,7,13027,1067.8,239345327.1,515590.19,3.1434375
Arhar/Tur,2019,Kharif     ,8,1161,351.8,216932.88,467.31,1.122857143
Bajra,2019,Kharif     ,8,12099,351.8,84660504.0,182373.0,2.225238095
Barley,2019,Rabi       ,8,5009,351.8,2078296.0,4477.0,3.988235294
Castor seed,2019,Kharif     ,8,3743,351.8,1148215.6,2473.45,0.765
Coriander,2019,Whole Year ,8,1790,351.8,371619.936,800.532,3.844736842
Cotton(lint),2019,Kharif     ,8,12561,351.8,124182480.0,267510.0,3.106875
Garlic,2019,Whole Year ,8,2332,351.8,531768.96,1145.52,11.068
Ginger,2019,Whole Year ,8,88,351.8,12710.24,27.38,10.345
Gram,2019,Rabi       ,8,7709,351.8,7552287.2,16268.9,1.168888889
Groundnut,2019,Kharif     ,8,2128,351.8,468046.0,1008.25,1.037777778
Guar seed,2019,Kharif     ,8,10047,351.8,23326038.56,50248.22,0.88625
Horse-gram,2019,Kharif     ,8,442,351.8,72998.0,157.25,0.666666667
Jowar,2019,Kharif     ,8,6983,351.8,5139059.2,11070.4,0.639333333
Maize,2019,Kharif     ,8,3543,351.8,1039148.0,2238.5,3.085263158
Masoor,2019,Rabi       ,8,847,351.8,150977.04,325.23,0.9
Moong(Green Gram),2019,Kharif     ,8,6480,351.8,4096819.52,8825.24,0.5855
Moth,2019,Kharif     ,8,428,351.8,70421.6,151.7,0.208333333
Onion,2019,Whole Year ,8,6472,351.8,4079128.24,8787.13,24.54181818
Peas & beans (Pulses),2019,Kharif     ,8,5303,351.8,2360669.44,5085.28,13.10181818
Peas & beans (Pulses),2019,Rabi       ,8,2266,351.8,509783.68,1098.16,1.18
Potato,2019,Whole Year ,8,7450,351.8,6561232.0,14134.0,25.395
Rapeseed &Mustard,2019,Rabi       ,8,12446,351.8,109308064.0,235468.0,1.796818182
Rice,2019,Kharif     ,8,13106,351.8,267756664.0,576793.0,3.048095238
Sesamum,2019,Kharif     ,8,440,351.8,72482.72,156.14,0.823333333
Sugarcane,2019,Whole Year ,8,9337,351.8,16540488.0,35631.0,78.94444444
Sunflower,2019,Kharif     ,8,4390,351.8,1554428.0,3348.5,1.7625
Turmeric,2019,Whole Year ,8,1525,351.8,301095.28,648.61,12.75375
Urad,2019,Kharif     ,8,289,351.8,45516.4,98.05,0.538333333
Wheat,2019,Rabi       ,8,13327,351.8,435205488.0,937506.0,4.618181818
other oilseeds,2019,Rabi       ,8,3167,351.8,858800.0,1850.0,1.604
Arhar/Tur,2019,Kharif     ,9,91,1217.7,13225.52,28.49,0.69
Bajra,2019,Kharif     ,9,125,1217.7,18378.32,39.59,1.005
Barley,2019,Rabi       ,9,6205,1217.7,3504591.04,7549.48,1.748181818
Coriander,2019,Rabi       ,9,149,1217.7,22328.8,48.1,0.575
Cotton(lint),2019,Kharif     ,9,22,1217.7,2576.4,5.55,0.47
Dry chillies,2019,Kharif     ,9,587,1217.7,100136.08,215.71,0.484
Garlic,2019,Rabi       ,9,2724,1217.7,677249.68,1458.91,0.672
Ginger,2019,Kharif     ,9,1851,1217.7,388864.64,837.68,3.946666667
Gram,2019,Rabi       ,9,413,1217.7,67673.44,145.78,1.052222222
Groundnut,2019,Kharif     ,9,54,1217.7,7557.44,16.28,1.0825
Horse-gram,2019,Kharif     ,9,1447,1217.7,280484.08,604.21,0.613
Linseed,2019,Rabi       ,9,796,1217.7,140843.2,303.4,0.415
Maize,2019,Kharif     ,9,11317,1217.7,49371381.44,106354.28,2.630833333
Masoor,2019,Rabi       ,9,502,1217.7,84162.4,181.3,0.908888889
Moong(Green Gram),2019,Kharif     ,9,136,1217.7,20095.92,43.29,0.74875
Moth,2019,Kharif     ,9,38,1217.7,4809.28,10.36,0.755
Onion,2019,Rabi       ,9,910,1217.7,163515.52,352.24,7.29
Other  Rabi pulses,2019,Rabi       ,9,4397,1217.7,1559580.8,3359.6,4.0
Other Kharif pulses,2019,Kharif     ,9,3845,1217.7,1201632.96,2588.52,0.925
Peas & beans (Pulses),2019,Rabi       ,9,2037,1217.7,440564.4,949.05,2.062727273
Potato,2019,Kharif     ,9,2268,1217.7,510127.2,1098.9,7.22375
Potato,2019,Rabi       ,9,3902,1217.7,1229114.56,2647.72,10.83
Ragi,2019,Kharif     ,9,1528,1217.7,301782.32,650.09,1.0725
Rapeseed &Mustard,2019,Rabi       ,9,4286,1217.7,1477994.8,3183.85,0.535454545
Rice,2019,Kharif     ,9,8770,1217.7,12473211.2,26869.4,1.656363636
Sesamum,2019,Kharif     ,9,398,1217.7,65097.04,140.23,0.481111111
Small millets,2019,Kharif     ,9,3247,1217.7,895556.64,1929.18,0.865833333
Soyabean,2019,Kharif     ,9,566,1217.7,95498.56,205.72,1.63125
Sugarcane,2019,Whole Year ,9,1420,1217.7,275331.28,593.11,16.91166667
Turmeric,2019,Kharif     ,9,309,1217.7,48951.6,105.45,0.747777778
Urad,2019,Kharif     ,9,3857,1217.7,1205239.92,2596.29,0.777272727
Wheat,2019,Rabi       ,9,11497,1217.7,54808272.48,118066.26,1.7575
Arhar/Tur,2019,Kharif     ,11,10925,1137.8,39600813.84,85306.83,1.055416667
Bajra,2019,Kharif     ,11,312,1137.8,49466.88,106.56,0.604615385
Castor seed,2019,Kharif     ,11,69,1137.8,9962.08,21.46,0.525
Gram,2019,Rabi       ,11,10922,1137.8,39517338.48,85127.01,1.2225
Groundnut,2019,Kharif     ,11,6683,1137.8,4480874.88,9652.56,0.977916667
Horse-gram,2019,Kharif     ,11,6188,1137.8,3480544.64,7497.68,0.645238095
Jowar,2019,Kharif     ,11,1553,1137.8,308480.96,664.52,0.816470588
Linseed,2019,Rabi       ,11,7516,1137.8,6791562.16,14630.17,0.581666667
Maize,2019,Kharif     ,11,11057,1137.8,42790053.52,92176.99,2.047916667
Maize,2019,Rabi       ,11,4059,1137.8,1312933.44,2828.28,1.985238095
Masoor,2019,Rabi       ,11,8430,1137.8,10703911.44,23058.03,0.8275
Moong(Green Gram),2019,Kharif     ,11,6413,1137.8,3939487.36,8486.32,0.805652174
Niger seed,2019,Kharif     ,11,2341,1137.8,535375.92,1153.29,0.481666667
Other  Rabi pulses,2019,Rabi       ,11,6231,1137.8,3557493.12,7663.44,0.714166667
Other Kharif pulses,2019,Kharif     ,11,5781,1137.8,2926962.16,6305.17,0.630526316
Peas & beans (Pulses),2019,Rabi       ,11,8312,1137.8,10157542.88,21881.06,1.232083333
Ragi,2019,Kharif     ,11,5436,1137.8,2504947.84,5396.08,0.879444444
Rapeseed &Mustard,2019,Rabi       ,11,11342,1137.8,50056188.56,107829.47,0.800833333
Rice,2019,Kharif     ,11,13016,1137.8,233203017.8,502358.62,2.663333333
Safflower,2019,Rabi       ,11,340,1137.8,54791.44,118.03,0.484285714
Sesamum,2019,Kharif     ,11,3471,1137.8,1003765.44,2162.28,0.416842105
Soyabean,2019,Kharif     ,11,1105,1137.8,204909.68,441.41,0.850833333
Sunflower,2019,Kharif     ,11,170,1137.8,25592.24,55.13,0.738333333
Sunflower,2019,Rabi       ,11,417,1137.8,68360.48,147.26,0.65
Urad,2019,Kharif     ,11,9956,1137.8,22060854.4,47522.8,0.841666667
Wheat,2019,Rabi       ,11,10837,1137.8,36890612.8,79468.6,2.055
Arhar/Tur,2019,Kharif     ,14,11058,1446.7,42793488.72,92184.39,0.886078431
Bajra,2019,Kharif     ,14,11597,1446.7,58339314.56,125672.72,1.273404255
Banana,2019,Whole Year ,14,6730,1446.7,4574671.298,9854.6133,47.165
Barley,2019,Rabi       ,14,6973,1446.7,5107627.12,11002.69,2.414285714
Coriander,2019,Whole Year ,14,11346,1446.7,50203366.27,108146.5156,1.5634
Cotton(lint),2019,Kharif     ,14,12466,1446.7,111696386.8,240612.85,0.826666667
Garlic,2019,Whole Year ,14,10585,1446.7,31554675.42,67974.0912,10.3632
Ginger,2019,Whole Year ,14,6798,1446.7,4719889.226,10167.4372,15.64479167
Gram,2019,Rabi       ,14,13211,1446.7,330755483.8,712503.08,1.626923077
Groundnut,2019,Kharif     ,14,10855,1446.7,37357628.24,80474.63,1.464897959
Groundnut,2019,Summer     ,14,2797,1446.7,702326.64,1512.93,1.290588235
Jowar,2019,Kharif     ,14,9616,1446.7,18528610.0,39913.75,1.343
Jute,2019,Kharif     ,14,8,1446.7,858.8,1.85,4.5
Linseed,2019,Rabi       ,14,8025,1446.7,8848903.44,19062.03,1.116530612
Maize,2019,Kharif     ,14,13090,1446.7,260405851.3,560958.11,1.999411765
Maize,2019,Summer     ,14,6257,1446.7,3606101.2,7768.15,2.768387097
Masoor,2019,Rabi       ,14,11754,1446.7,65041733.28,140110.86,0.689591837
Mesta,2019,Kharif     ,14,782,1446.7,138438.56,298.22,0.415
Moong(Green Gram),2019,Kharif     ,14,7781,1446.7,7890310.88,16997.06,0.358823529
Moong(Green Gram),2019,Summer     ,14,11900,1446.7,71890835.04,154864.98,0.813673469
Niger seed,2019,Kharif     ,14,3590,1446.7,1066629.6,2297.7,0.282222222
Onion,2019,Whole Year ,14,10503,1446.7,29866745.24,64338.005,23.21745098
Other  Rabi pulses,2019,Rabi       ,14,5226,1446.7,2294198.32,4942.09,0.758636364
Peas & beans (Pulses),2019,Rabi       ,14,8284,1446.7,9980973.6,21500.7,0.786862745
Potato,2019,Whole Year ,14,10222,1446.7,25667017.43,55291.0832,21.80117647
Rapeseed &Mustard,2019,Rabi       ,14,12509,1446.7,115951569.0,249779.23,1.3
Rice,2019,Kharif     ,14,13419,1446.7,528333760.0,1138120.0,1.858
Rice,2019,Summer     ,14,7261,1446.7,5893257.36,12695.07,0.8775
Safflower,2019,Rabi       ,14,18,1446.7,1889.36,4.07,0.54
Sesamum,2019,Kharif     ,14,11477,1446.7,54105258.8,116551.85,0.5458
Small millets,2019,Kharif     ,14,8954,1446.7,13708165.6,29529.7,0.5925
Soyabean,2019,Kharif     ,14,13614,1446.7,1063888997.0,2291796.28,0.678431373
Sugarcane,2019,Whole Year ,14,9894,1446.7,21415208.56,46131.97,39.05510204
Sweet potato,2019,Whole Year ,14,3460,1446.7,998646.992,2151.254,17.34657143
Turmeric,2019,Whole Year ,14,5680,1446.7,2794706.96,6020.27,18.86708333
Urad,2019,Kharif     ,14,13166,1446.7,302564858.6,651775.72,0.356470588
Urad,2019,Summer     ,14,7143,1446.7,5563134.64,11983.93,0.696571429
Wheat,2019,Rabi       ,14,13642,1446.7,1754788960.0,3780111.29,3.519423077
Arhar/Tur,2019,Kharif     ,15,13005,1555.8,226568959.5,488067.74,0.840967742
Bajra,2019,Kharif     ,15,12504,1555.8,115557208.1,248929.71,0.579545455
Cotton(lint),2019,Kharif     ,15,13561,1555.8,771431012.6,1661792.47,2.831428571
Gram,2019,Rabi       ,15,13233,1555.8,350941406.1,755986.96,0.963030303
Groundnut,2019,Kharif     ,15,10870,1555.8,37976479.52,81807.74,0.680740741
Groundnut,2019,Summer     ,15,8678,1555.8,11965145.12,25774.94,1.765625
Jowar,2019,Kharif     ,15,11790,1555.8,66965960.56,144255.97,0.601481481
Jowar,2019,Rabi       ,15,13221,1555.8,340358070.2,733188.67,0.932222222
Linseed,2019,Rabi       ,15,3349,1555.8,943477.68,2032.41,0.313333333
Maize,2019,Kharif     ,15,12632,1555.8,132549081.4,285533.07,1.363214286
Maize,2019,Rabi       ,15,11380,1555.8,51176235.52,110242.24,2.171333333
Maize,2019,Summer     ,15,8246,1555.8,9789289.44,21087.78,1.783913043
Moong(Green Gram),2019,Kharif     ,15,11778,1555.8,66434706.88,143111.56,0.406551724
Niger seed,2019,Kharif     ,15,4155,1555.8,1395721.76,3006.62,0.17
Other  Rabi pulses,2019,Rabi       ,15,9902,1555.8,21491641.76,46296.62,0.467241379
Other Cereals,2019,Kharif     ,15,7576,1555.8,7038896.56,15162.97,0.545714286
Other Cereals,2019,Rabi       ,15,4745,1555.8,1830102.8,3942.35,0.413809524
Other Cereals,2019,Summer     ,15,8410,1555.8,10606695.28,22848.61,1.175833333
Other Kharif pulses,2019,Kharif     ,15,9162,1555.8,15205569.28,32755.36,0.340689655
Other Summer Pulses,2019,Summer     ,15,5122,1555.8,2178775.6,4693.45,0.489473684
Ragi,2019,Kharif     ,15,9010,1555.8,14122966.0,30423.25,1.009411765
Rapeseed &Mustard,2019,Rabi       ,15,4708,1555.8,1806399.92,3891.29,0.323333333
Rice,2019,Kharif     ,15,13071,1555.8,253877253.7,546894.41,1.256296296
Rice,2019,Summer     ,15,8830,1555.8,12864136.96,27711.52,2.660833333
Safflower,2019,Rabi       ,15,6306,1555.8,3710531.28,7993.11,0.541666667
Sesamum,2019,Kharif     ,15,6166,1555.8,3446020.88,7423.31,0.184137931
Sesamum,2019,Rabi       ,15,1617,1555.8,323595.84,697.08,0.292666667
Sesamum,2019,Summer     ,15,2766,1555.8,689272.88,1484.81,0.187142857
Soyabean,2019,Kharif     ,15,13534,1555.8,708322953.4,1525847.07,1.153214286
Sugarcane,2019,Whole Year ,15,12682,1555.8,141256626.3,304290.59,69.62148148
Sunflower,2019,Kharif     ,15,6057,1555.8,3302944.8,7115.1,0.346818182
Sunflower,2019,Rabi       ,15,2495,1555.8,585873.36,1262.07,0.499333333
Sunflower,2019,Summer     ,15,3227,1555.8,886453.36,1909.57,0.879
Tobacco,2019,Whole Year ,15,472,1555.8,78322.56,168.72,1.82
Urad,2019,Kharif     ,15,11603,1555.8,58489261.04,125995.73,0.45625
Wheat,2019,Rabi       ,15,12885,1555.8,181544308.4,391077.05,1.564
other oilseeds,2019,Kharif     ,15,4739,1555.8,1826495.84,3934.58,0.271363636
other oilseeds,2019,Rabi       ,15,4708,1555.8,1806399.92,3891.29,0.379666667
other oilseeds,2019,Summer     ,15,1170,1555.8,219165.76,472.12,0.3625
Arhar/Tur,2019,Kharif     ,18,314,2178.5,49810.4,107.3,1.26
Arhar/Tur,2019,Rabi       ,18,57,2178.5,8072.72,17.39,0.94
Cotton(lint),2019,Kharif     ,18,32,2178.5,3950.48,8.51,0.58
Cowpea(Lobia),2019,Kharif     ,18,981,2178.5,177428.08,382.21,1.32625
Cowpea(Lobia),2019,Rabi       ,18,132,2178.5,19408.88,41.81,1.532
Maize,2019,Kharif     ,18,3478,2178.5,1006513.6,2168.2,1.77625
Maize,2019,Rabi       ,18,505,2178.5,84677.68,182.41,1.645
Onion,2019,Rabi       ,18,27,2178.5,3143.208,6.771,3.76
Other  Rabi pulses,2019,Rabi       ,18,1561,2178.5,310198.56,668.22,1.392857143
Other Kharif pulses,2019,Kharif     ,18,742,2178.5,130967.0,282.125,1.32
Potato,2019,Kharif     ,18,64,2178.5,9103.28,19.61,4.245
Potato,2019,Rabi       ,18,107,2178.5,15630.16,33.67,3.506666667
Rapeseed &Mustard,2019,Kharif     ,18,32,2178.5,3950.48,8.51,0.84
Rapeseed &Mustard,2019,Rabi       ,18,561,2178.5,94639.76,203.87,0.775
Rice,2019,Autumn     ,18,5987,2178.5,3179277.6,6848.7,1.18875
Rice,2019,Kharif     ,18,5673,2178.5,2788008.32,6005.84,2.2025
Rice,2019,Rabi       ,18,483,2178.5,80383.68,173.16,2.135
Sesamum,2019,Kharif     ,18,737,2178.5,129850.56,279.72,0.75
Soyabean,2019,Kharif     ,18,1051,2178.5,192542.96,414.77,1.335
Sugarcane,2019,Whole Year ,18,1316,2178.5,252143.68,543.16,30.28571429
Tapioca,2019,Kharif     ,18,157,2178.5,23531.12,50.69,6.4525
Tobacco,2019,Kharif     ,18,324,2178.5,51528.0,111.0,1.285
other oilseeds,2019,Kharif     ,18,6732,2178.5,4576029.92,9857.54,0.114285714
Arhar/Tur,2019,Kharif     ,19,2395,1593.0,551349.6,1187.7,0.907272727
Bajra,2019,Kharif     ,19,698,1593.0,121949.6,262.7,0.995454545
Barley,2019,Rabi       ,19,568,1593.0,96185.6,207.2,1.033636364
Castor seed,2019,Kharif     ,19,379,1593.0,61833.6,133.2,0.605555556
Cotton(lint),2019,Kharif     ,19,11,1593.0,979.032,2.109,0.615
Cowpea(Lobia),2019,Kharif     ,19,568,1593.0,96185.6,207.2,1.483333333
Ginger,2019,Kharif     ,19,2770,1593.0,690475.2,1487.4,9.150909091
Gram,2019,Rabi       ,19,740,1593.0,130537.6,281.2,0.834545455
Groundnut,2019,Kharif     ,19,997,1593.0,180348.0,388.5,1.045454545
Horse-gram,2019,Kharif     ,19,550,1593.0,92750.4,199.8,1.041818182
Jowar,2019,Kharif     ,19,304,1593.0,48092.8,103.6,0.966
Jute,2019,Kharif     ,19,2324,1593.0,529020.8,1139.6,1.9025
Linseed,2019,Rabi       ,19,3478,1593.0,1006513.6,2168.2,0.811818182
